ContemporaryWater,Treatment_code,HistoricPlant,HistoricWater,HistoricNitrogen,Strain,Block,Aboveground_biomass,Belowground_biomass,Total_biomass,Leaf_count,Height,Nodule_count,NoduleCounter,Herbivory,Note
Dry,PWN,Present,Wet,Nitrogen,Strain274,D6,30,22.6,52.6,3,3.5,49,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain275,D6,63,25.4,88.4,3,6.5,36,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain276,D6,101,56.5,157.5,4,7.75,57,KR,,
Dry,PDC,Present,Dry,Control,Strain277,D6,80,51.3,131.3,4,4.5,58,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain278,D6,52,33.3,85.3,3,5.75,27,KR,,
Dry,AWC,Absent,Wet,Control,Strain279,D6,47,32.9,79.9,3,5.25,27,KR,,
Dry,AWC,Absent,Wet,Control,Strain280,D6,60,28.4,88.4,4,4.25,23,KR,,
Dry,AWC,Absent,Wet,Control,Strain281,D6,79,31.6,110.6,4,7.5,14,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain282,D6,44,17,61,2,4.75,29,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain283,D6,68,30.4,98.4,3,5,12,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain284,D6,59,38.1,97.1,4,4,31,KR,,
Dry,ADC,Absent,Dry,Control,Strain285,D6,44,19.8,63.8,3,4,15,KR,,
Dry,ADC,Absent,Dry,Control,Strain286,D6,16,6.6,22.6,,4,13,KR,,Missing leaf data
Dry,ADC,Absent,Dry,Control,Strain287,D6,49,15.1,64.1,3,4.75,24,KR,,
Dry,PWC,Present,Wet,Control,Strain288,D6,44,21.2,65.2,3,4.5,26,KR,,
Dry,PWC,Present,Wet,Control,Strain289,D6,71,31.3,102.3,4,5.25,61,KR,,
Dry,PWC,Present,Wet,Control,Strain290,D6,77,57.8,134.8,4,6.25,45,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain291,D6,73,42.7,115.7,4,5.5,40,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain292,D6,75,48.7,123.7,4,5.75,19,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain293,D6,43,34.2,77.2,3,3.5,18,KR,,
Dry,AWC,Absent,Wet,Control,Strain294,D6,68,30.2,98.2,4,4.5,20,KR,,
Dry,AWC,Absent,Wet,Control,Strain295,D7,82,58.1,140.1,4,6.25,32,KR,,
Dry,AWC,Absent,Wet,Control,Strain296,D7,65,44.2,109.2,4,6,31,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain297,D7,74,48,122,4,4.75,20,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain298,D7,73,37.3,110.3,4,5.25,16,KR,,
Dry,ADC,Absent,Dry,Control,Strain299,D7,79,52,131,4,5.25,32,KR,,
Dry,ADC,Absent,Dry,Control,Strain300,D7,63,24.9,87.9,4,3.25,18,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain301,D7,71,55,126,4,4.75,41,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain302,D7,64,38.4,102.4,4,4.5,20,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain303,D7,90,50.4,140.4,3,8.25,19,KR,,
Dry,PWC,Present,Wet,Control,Strain304,D7,82,57.7,139.7,4,4.75,28,KR,,
Dry,PWC,Present,Wet,Control,Strain305,D7,95,59.5,154.5,4,7.75,15,KR,,
Dry,PWC,Present,Wet,Control,Strain306,D7,82,39.9,121.9,4,6.75,32,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain307,D7,62,36.8,98.8,4,6,19,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain308,D7,71,48.9,119.9,4,5.25,28,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain309,D7,64,34.8,98.8,4,6.5,25,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain310,D7,89,51.6,140.6,4,6,32,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain311,D7,104,49.5,153.5,4,6.75,29,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain312,D7,70,39,109,4,6.75,17,KR,,
Dry,AWC,Absent,Wet,Control,Strain313,D7,,,,,,,,,Germition failure
Dry,AWC,Absent,Wet,Control,Strain314,D7,67,30.2,97.2,4,8.25,18,KR,,
Dry,AWC,Absent,Wet,Control,Strain315,D7,80,48.5,128.5,4,5.75,52,KR,,
Dry,AWC,Absent,Wet,Control,Strain316,D7,75,37.9,112.9,5,5,15,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain317,D7,60,28,88,3,6.5,25,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain318,D7,85,45.3,130.3,4,5.5,39,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain319,D7,46,17.2,63.2,3,4,32,KR,,
Dry,ADC,Absent,Dry,Control,Strain320,D7,95,40.7,135.7,4,6.25,27,KR,,
Dry,AWC,Absent,Wet,Control,Strain1,D7,118,66.3,184.3,4,7.25,75,KR,,
Dry,AWC,Absent,Wet,Control,Strain2,D7,97,56.9,153.9,4,5.5,42,KR,,
Dry,AWC,Absent,Wet,Control,Strain3,D7,107,38.6,145.6,3,7.5,30,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain4,D7,84,38.5,122.5,4,7,29,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain5,D7,88,53.3,141.3,4,6.5,34,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain6,D7,83,54.9,137.9,4,4.25,55,KR,,
Dry,ADC,Absent,Dry,Control,Strain7,D7,98,57.6,155.6,4,7.5,38,KR,,
Dry,ADC,Absent,Dry,Control,Strain8,D7,88,36.7,124.7,3,5.5,22,KR,,
Dry,ADC,Absent,Dry,Control,Strain9,D7,84,37.9,121.9,3,5.5,17,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain10,D7,78,42.2,120.2,3,6.5,28,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain11,D7,89,43.9,132.9,4,6.5,57,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain12,D7,101,70.4,171.4,4,7.25,42,KR,,
Dry,PWC,Present,Wet,Control,Strain13,D7,107,36.9,143.9,4,8.25,30,KR,,
Dry,PWC,Present,Wet,Control,Strain14,D7,109,62.8,171.8,4,5.75,29,KR,,
Dry,PWC,Present,Wet,Control,Strain15,D7,107,44.2,151.2,4,5.75,23,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain16,D7,115,43.2,158.2,2,6.75,50,KR,1,
Dry,PWN,Present,Wet,Nitrogen,Strain17,D7,88,39.8,127.8,4,7.25,38,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain18,D7,82,54,136,4,8.25,42,KR,,
Dry,PDC,Present,Dry,Control,Strain19,D7,115,59.5,174.5,4,6.5,30,KR,,
Dry,PDC,Present,Dry,Control,Strain20,D7,116,36.4,152.4,3,8,15,KR,,
Dry,PDC,Present,Dry,Control,Strain21,D7,88,27,115,4,8,21,KR,,
Dry,PDC,Present,Dry,Control,Strain22,D7,77,30.5,107.5,2,8.5,38,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain23,D7,106,51.1,157.1,5,4.75,50,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain24,D8,69,25.3,94.3,3,6,5,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain25,D8,51,14.3,65.3,2,5.25,6,KR,1,
Dry,PDN,Present,Dry,Nitrogen,Strain26,D8,54,14.5,68.5,4,6,1,KR,,
Dry,AWC,Absent,Wet,Control,Strain27,D8,93,42.2,135.2,4,4.75,32,KR,,
Dry,AWC,Absent,Wet,Control,Strain28,D8,58,36.8,94.8,3,6.75,20,KR,,
Dry,AWC,Absent,Wet,Control,Strain29,D8,86,41.7,127.7,4,6.5,19,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain30,D8,116,66.3,182.3,4,6,30,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain31,D8,69,33.6,102.6,4,6,51,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain32,D8,71,37,108,4,6.5,24,KR,,
Dry,ADC,Absent,Dry,Control,Strain33,D8,84,39.8,123.8,4,4.75,51,KR,,
Dry,ADC,Absent,Dry,Control,Strain34,D8,66,32.3,98.3,4,6.5,85,KR,,
Dry,ADC,Absent,Dry,Control,Strain35,D8,66,32.5,98.5,4,5,40,KR,,
Dry,PWC,Present,Wet,Control,Strain36,D8,118,69.2,187.2,4,8.5,68,KR,,
Dry,PWC,Present,Wet,Control,Strain37,D8,77,49.8,126.8,4,6.25,17,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain38,D8,123,69.5,192.5,6,6,29,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain39,D8,83,37,120,4,7.75,38,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain40,D8,58,33.1,91.1,3,6,47,KR,,
Dry,PDC,Present,Dry,Control,Strain41,D8,76,30.2,106.2,,5.25,19,KR,,Missing leaf data
Dry,PDC,Present,Dry,Control,Strain42,D8,110,45.6,155.6,4,8.25,42,KR,,
Dry,PDC,Present,Dry,Control,Strain43,D8,88,30.9,118.9,3,8,18,KR,1,
Dry,PDC,Present,Dry,Control,Strain44,D8,118,44.8,162.8,4,7.5,58,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain45,D8,64,19.1,83.1,8,7.25,23,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain45,D8,70,24.8,94.8,,7.5,34,KR,,Missing leaf data
Dry,PDN,Present,Dry,Nitrogen,Strain46,D8,95,34.3,129.3,3,6.75,23,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain47,D8,74,40.1,114.1,3,5.75,37,KR,1,
Dry,AWC,Absent,Wet,Control,Strain48,D8,75,29.1,104.1,4,9.25,18,KR,,
Dry,AWC,Absent,Wet,Control,Strain49,D8,52,30.7,82.7,3,6.75,22,KR,,
Dry,AWC,Absent,Wet,Control,Strain50,D8,90,46.7,136.7,6,5.5,53,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain51,D8,56,32.2,88.2,4,5.75,26,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain52,D8,54,39.1,93.1,4,7,49,KR,,
Dry,ADC,Absent,Dry,Control,Strain53,D8,112,47.4,159.4,4,8.25,39,KR,,
Dry,ADC,Absent,Dry,Control,Strain54,D8,53,22.5,75.5,2,6.5,11,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain55,D8,87,44.8,131.8,4,5.5,44,KR,1,
Dry,ADN,Absent,Dry,Nitrogen,Strain56,D8,119,59.1,178.1,4,6.75,22,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain57,D8,93,39.1,132.1,4,7.25,13,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain58,D8,93,46.5,139.5,4,7.25,40,KR,,
Dry,PWC,Present,Wet,Control,Strain59,D8,115,45.4,160.4,4,7.25,56,KR,,
Dry,PWC,Present,Wet,Control,Strain60,D8,78,44.6,122.6,4,7.25,23,KR,,
Dry,PWC,Present,Wet,Control,Strain61,D8,74,32.2,106.2,3,7.5,46,KR,1,
Dry,PWN,Present,Wet,Nitrogen,Strain62,D8,87,37.1,124.1,3,7.25,45,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain63,D8,118,55.9,173.9,4,7.75,37,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain64,D8,46,38.6,84.6,4,4.5,179,KR,,
Dry,PDC,Present,Dry,Control,Strain65,D8,93,39.4,132.4,4,6.75,49,KR,,
Dry,PDC,Present,Dry,Control,Strain66,D8,108,66.8,174.8,4,7.25,42,KR,,
Dry,PDC,Present,Dry,Control,Strain67,D8,54,19.8,73.8,,9,21,KR,,Missing leaf data
Dry,PDC,Present,Dry,Control,Strain68,D8,93,30,123,4,7.5,31,KR,,
