Gene,Replicon,Annotation,PWN_freq,PWN_prop,PWC_freq,PWC_prop
dacC,Chromosome,D-alanyl-D-alanine carboxypeptidase DacC,38,1,40,1
rlpA_1,Chromosome,Endolytic peptidoglycan transglycosylase RlpA,38,1,40,1
trpD,Chromosome,Anthranilate phosphoribosyltransferase,38,1,40,1
deaD,Chromosome,ATP-dependent RNA helicase DeaD,38,1,40,1
tpiA,Chromosome,Triosephosphate isomerase,38,1,40,1
ydjA,Chromosome,Putative NAD(P)H nitroreductase YdjA,38,1,40,1
IMPDH_1,Chromosome,Inosine-5'-monophosphate dehydrogenase,38,1,40,1
mgtE,Chromosome,Magnesium transporter MgtE,38,1,40,1
lipB,Chromosome,Octanoyltransferase,38,1,40,1
accA1,Chromosome,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,38,1,40,1
gdx,Chromosome,Guanidinium exporter,38,1,40,1
gcvT,Chromosome,Aminomethyltransferase,38,1,40,1
sufD,Chromosome,FeS cluster assembly protein SufD,38,1,40,1
sufC,Chromosome,putative ATP-dependent transporter SufC,38,1,40,1
iscS,Chromosome,Cysteine desulfurase IscS,38,1,36,0.9
rhlE_1,Chromosome,ATP-dependent RNA helicase RhlE,38,1,40,1
cpdA_2,Chromosome,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",38,1,40,1
purS,Chromosome,Phosphoribosylformylglycinamidine synthase subunit PurS,38,1,40,1
bcr_1,Chromosome,Bicyclomycin resistance protein,38,1,40,1
cysQ_2,Chromosome,"3'(2'),5'-bisphosphate nucleotidase CysQ",38,1,40,1
murI,Chromosome,Glutamate racemase,38,1,40,1
ycjX,Chromosome,putative protein YcjX,38,1,40,1
folP,Chromosome,Dihydropteroate synthase,38,1,40,1
moaC,Chromosome,Cyclic pyranopterin monophosphate synthase,38,1,40,1
ycjG,Chromosome,L-Ala-D/L-Glu epimerase,38,1,40,1
LRA5,Chromosome,2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+)),38,1,40,1
garB,Chromosome,Glutathione amide reductase,38,1,40,1
rpiA,Chromosome,Ribose-5-phosphate isomerase A,38,1,40,1
fumC,Chromosome,Fumarate hydratase class II,38,1,40,1
moaA,Chromosome,"GTP 3',8-cyclase",38,1,40,1
COQ5_5,Chromosome,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",38,1,40,1
fpuC,Chromosome,Petrobactin import ATP-binding protein FpuC,38,1,40,1
aplK,Chromosome,Apulose kinase,38,1,40,1
mobB,Chromosome,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,38,1,40,1
kaiC,Chromosome,Circadian clock protein kinase KaiC,38,1,40,1
ompR_1,Chromosome,Transcriptional regulatory protein OmpR,38,1,40,1
deoR_2,Chromosome,Deoxyribose operon repressor,38,1,40,1
deoC_1,Chromosome,Deoxyribose-phosphate aldolase,38,1,40,1
betB_3,Chromosome,NAD/NADP-dependent betaine aldehyde dehydrogenase,38,1,40,1
ssuC_1,Chromosome,Putative aliphatic sulfonates transport permease protein SsuC,38,1,40,1
ssuD_2,Chromosome,Alkanesulfonate monooxygenase,38,1,40,1
ssuA_2,Chromosome,Putative aliphatic sulfonates-binding protein,38,1,40,1
dgkA,Chromosome,Diacylglycerol kinase,38,1,40,1
cobU,Chromosome,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,38,1,40,1
cobV,Chromosome,Adenosylcobinamide-GDP ribazoletransferase,38,1,40,1
yadH,Chromosome,Inner membrane transport permease YadH,38,1,40,1
yadG,Chromosome,putative ABC transporter ATP-binding protein YadG,38,1,40,1
cobN,Chromosome,Aerobic cobaltochelatase subunit CobN,38,1,35,0.875
xynB_1,Chromosome,Beta-xylosidase,38,1,40,1
gpr_2,Chromosome,L-glyceraldehyde 3-phosphate reductase,38,1,40,1
xdh_1,Chromosome,D-xylose dehydrogenase,38,1,40,1
rafR_2,Chromosome,HTH-type transcriptional regulator RafR,38,1,40,1
lpxM,Chromosome,Lipid A biosynthesis myristoyltransferase,38,1,40,1
cobB,Chromosome,"Hydrogenobyrinate a,c-diamide synthase",38,1,40,1
rihC,Chromosome,Non-specific ribonucleoside hydrolase RihC,38,1,40,1
cobO,Chromosome,Corrinoid adenosyltransferase,38,1,40,1
hdfR_4,Chromosome,HTH-type transcriptional regulator HdfR,38,1,40,1
argO,Chromosome,Arginine exporter protein ArgO,38,1,40,1
group_2226,Chromosome,putative HTH-type transcriptional regulator,38,1,40,1
sugB_1,Chromosome,Trehalose transport system permease protein SugB,38,1,40,1
sugC_2,Chromosome,Trehalose import ATP-binding protein SugC,38,1,40,1
dhaL,Chromosome,"PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL",38,1,40,1
tcyC_2,Chromosome,L-cystine import ATP-binding protein TcyC,38,1,40,1
cdhR_2,Chromosome,HTH-type transcriptional regulator CdhR,38,1,40,1
group_2245,Chromosome,putative acyl-CoA thioester hydrolase,38,1,40,1
phyR_1,Chromosome,Phyllosphere-induced regulator PhyR,38,1,40,1
hhoB,Chromosome,Putative serine protease HhoB,38,1,40,1
qseB,Chromosome,Transcriptional regulatory protein QseB,38,1,40,1
yajO_2,Chromosome,1-deoxyxylulose-5-phosphate synthase YajO,38,1,40,1
nrsF,Chromosome,Anti-sigma-F factor NrsF,38,1,40,1
maoII,Chromosome,Copper methylamine oxidase,38,1,40,1
coxM,Chromosome,Alternative cytochrome c oxidase subunit 2,38,1,40,1
yfhA,Chromosome,putative siderophore transport system permease protein YfhA,38,1,40,1
php,Chromosome,Phosphotriesterase homology protein,38,1,40,1
tctD_1,Chromosome,Transcriptional regulatory protein tctD,38,1,40,1
ectC,Chromosome,L-ectoine synthase,38,1,40,1
yccX,Chromosome,Acylphosphatase,38,1,40,1
bgaA,Chromosome,Beta-galactosidase BgaA,38,1,40,1
malK_3,Chromosome,Maltose/maltodextrin import ATP-binding protein MalK,38,1,40,1
araQ,Chromosome,L-arabinose transport system permease protein AraQ,38,1,40,1
ribH2,Chromosome,"6,7-dimethyl-8-ribityllumazine synthase 2",38,1,40,1
srpC,Chromosome,putative chromate transport protein,38,1,40,1
lysN,Chromosome,2-aminoadipate transaminase,38,1,40,1
ilvC,Chromosome,Ketol-acid reductoisomerase (NADP(+)),38,1,40,1
pdxJ,Chromosome,Pyridoxine 5'-phosphate synthase,38,1,40,1
eamB,Chromosome,Cysteine/O-acetylserine efflux protein,38,1,40,1
hflC,Chromosome,Modulator of FtsH protease HflC,38,1,40,1
pncA,Chromosome,Nicotinamidase,38,1,40,1
ygaZ_2,Chromosome,Inner membrane protein YgaZ,38,1,40,1
gnu,Chromosome,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase",38,1,40,1
ftsQ,Chromosome,Cell division protein FtsQ,38,1,40,1
ftsI,Chromosome,"putative peptidoglycan D,D-transpeptidase FtsI",38,1,40,1
rsmH,Chromosome,Ribosomal RNA small subunit methyltransferase H,38,1,40,1
amiD,Chromosome,N-acetylmuramoyl-L-alanine amidase AmiD,38,1,40,1
pfp,Chromosome,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,38,1,40,1
rhtB_2,Chromosome,Homoserine/homoserine lactone efflux protein,38,1,40,1
rna,Chromosome,Ribonuclease I,38,1,40,1
Vejahgd,Chromosome,"3,6-anhydro-alpha-L-galactose dehydrogenase",38,1,40,1
yihS,Chromosome,Sulfoquinovose isomerase,38,1,40,1
hyuA_1,Chromosome,Hydantoin racemase,38,1,40,1
rspR_1,Chromosome,HTH-type transcriptional repressor RspR,38,1,40,1
group_2394,Chromosome,26 kDa periplasmic immunogenic protein,38,1,40,1
mdtK,Chromosome,Multidrug resistance protein MdtK,38,1,40,1
dctA,Chromosome,C4-dicarboxylate transport protein,38,1,40,1
dctD_1,Chromosome,C4-dicarboxylate transport transcriptional regulatory protein DctD,38,1,40,1
chaA_1,Chromosome,Sodium-potassium/proton antiporter ChaA,38,1,40,1
group_2414,Chromosome,Cold shock-like protein 7.0,38,1,40,1
gloC,Chromosome,Hydroxyacylglutathione hydrolase GloC,38,1,40,1
proC,Chromosome,Pyrroline-5-carboxylate reductase,38,1,40,1
ubiK,Chromosome,Ubiquinone biosynthesis accessory factor UbiK,38,1,40,1
rplY,Chromosome,50S ribosomal protein L25,38,1,40,1
clpS2,Chromosome,ATP-dependent Clp protease adapter protein ClpS 2,38,1,40,1
apt,Chromosome,Adenine phosphoribosyltransferase,38,1,40,1
petA,Chromosome,Ubiquinol-cytochrome c reductase iron-sulfur subunit,38,1,40,1
group_2430,Chromosome,Putative multidrug export ATP-binding/permease protein,38,1,40,1
cca,Chromosome,CCA-adding enzyme,38,1,36,0.9
nudL,Chromosome,putative Nudix hydrolase NudL,38,1,40,1
yqjG,Chromosome,Glutathionyl-hydroquinone reductase YqjG,38,1,36,0.9
ecfG_1,Chromosome,ECF RNA polymerase sigma factor EcfG,38,1,40,1
leuA,Chromosome,2-isopropylmalate synthase,38,1,40,1
ousV,Chromosome,Glycine betaine/choline transport system ATP-binding protein OusV,38,1,40,1
oppB,Chromosome,Oligopeptide transport system permease protein OppB,38,1,40,1
oppD_1,Chromosome,Oligopeptide transport ATP-binding protein OppD,38,1,40,1
kdgK_2,Chromosome,2-dehydro-3-deoxygluconokinase,38,1,40,1
mgtA,Chromosome,GDP-mannose-dependent alpha-mannosyltransferase,38,1,40,1
der,Chromosome,GTPase Der,38,1,40,1
glpK,Chromosome,Glycerol kinase,38,1,40,1
xdhA,Chromosome,Putative xanthine dehydrogenase molybdenum-binding subunit XdhA,38,1,40,1
gbpR,Chromosome,HTH-type transcriptional regulator GbpR,38,1,40,1
idhA,Chromosome,Inositol 2-dehydrogenase,38,1,40,1
xynA,Chromosome,"Endo-1,4-beta-xylanase A",38,1,40,1
mshA_3,Chromosome,D-inositol-3-phosphate glycosyltransferase,38,1,40,1
dapH_1,Chromosome,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",38,1,40,1
pssM,Chromosome,Exopolysaccharide glucosyl ketal-pyruvate-transferase,38,1,40,1
arnC_3,Chromosome,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,38,1,40,1
prsE_2,Chromosome,Type I secretion system membrane fusion protein PrsE,38,1,40,1
rkpK,Chromosome,UDP-glucose 6-dehydrogenase,38,1,40,1
mhqD,Chromosome,Putative hydrolase MhqD,38,1,40,1
mhqO,Chromosome,Putative ring-cleaving dioxygenase MhqO,38,1,40,1
ung,Chromosome,Uracil-DNA glycosylase,38,1,40,1
cecR,Chromosome,HTH-type transcriptional dual regulator CecR,38,1,40,1
ybhS,Chromosome,putative multidrug ABC transporter permease YbhS,38,1,40,1
ybhR,Chromosome,putative multidrug ABC transporter permease YbhR,38,1,40,1
hemS,Chromosome,Hemin transport protein HemS,38,1,40,1
hmuU_2,Chromosome,Hemin transport system permease protein HmuU,38,1,40,1
hmuV,Chromosome,Hemin import ATP-binding protein HmuV,38,1,40,1
preT,Chromosome,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,38,1,40,1
rutR,Chromosome,HTH-type transcriptional regulator RutR,38,1,40,1
hyuC,Chromosome,N-carbamoyl-L-amino-acid hydrolase,38,1,40,1
macA,Chromosome,Macrolide export protein MacA,38,1,40,1
mdtB,Chromosome,Multidrug resistance protein MdtB,38,1,40,1
ureB1,Chromosome,Urease subunit beta 1,38,1,40,1
cheB_2,Chromosome,Protein-glutamate methylesterase/protein-glutamine glutaminase,38,1,40,1
rluD,Chromosome,Ribosomal large subunit pseudouridine synthase D,38,1,40,1
purA,Chromosome,Adenylosuccinate synthetase,38,1,40,1
gph_4,Chromosome,Phosphoglycolate phosphatase,38,1,36,0.9
araC_3,Chromosome,L-arabonate dehydratase,38,1,40,1
farB,Chromosome,Fatty acid resistance protein FarB,38,1,40,1
aaeA_2,Chromosome,Colistin resistance protein EmrA,38,1,40,1
ugpB_2,Chromosome,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,38,1,40,1
msmX_2,Chromosome,Oligosaccharides import ATP-binding protein MsmX,38,1,40,1
wzxC,Chromosome,Lipopolysaccharide biosynthesis protein WzxC,38,1,40,1
quiA,Chromosome,Quinate/shikimate dehydrogenase (quinone),38,1,36,0.9
linC,Chromosome,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase",38,1,39,0.975
frcA_3,Chromosome,Fructose import ATP-binding protein FrcA,38,1,40,1
rluB,Chromosome,Ribosomal large subunit pseudouridine synthase B,38,1,40,1
mdtE_3,Chromosome,Multidrug resistance protein MdtE,38,1,40,1
rihB,Chromosome,Pyrimidine-specific ribonucleoside hydrolase RihB,38,1,40,1
dctB_2,Chromosome,C4-dicarboxylate transport sensor protein DctB,38,1,40,1
braC_3,Chromosome,"Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein",38,1,40,1
lptB_3,Chromosome,Lipopolysaccharide export system ATP-binding protein LptB,38,1,40,1
mnmA,Chromosome,tRNA-specific 2-thiouridylase MnmA,38,1,40,1
cpoB_1,Chromosome,Cell division coordinator CpoB,38,1,40,1
pal_2,Chromosome,Peptidoglycan-associated lipoprotein,38,1,40,1
yqgN,Chromosome,5-formyltetrahydrofolate cyclo-ligase,38,1,40,1
group_2592,Chromosome,putative transcriptional regulatory protein,38,1,40,1
ruvC,Chromosome,Crossover junction endodeoxyribonuclease RuvC,38,1,40,1
ruvA,Chromosome,Holliday junction ATP-dependent DNA helicase RuvA,38,1,40,1
group_2600,Chromosome,"6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating",38,1,40,1
pgk,Chromosome,Phosphoglycerate kinase,38,1,40,1
ycaD_3,Chromosome,putative MFS-type transporter YcaD,38,1,40,1
thiE,Chromosome,Thiamine-phosphate synthase,38,1,40,1
thadh,Chromosome,L-threo-3-hydroxyaspartate ammonia-lyase,38,1,40,1
ttuE_2,Chromosome,Pyruvate kinase,38,1,40,1
ybbJ,Chromosome,Inner membrane protein YbbJ,38,1,40,1
kdsD,Chromosome,Arabinose 5-phosphate isomerase KdsD,38,1,40,1
ltaE,Chromosome,Low specificity L-threonine aldolase,38,1,40,1
pldB,Chromosome,Lysophospholipase L2,38,1,40,1
hisN,Chromosome,Histidinol-phosphatase,38,1,40,1
qseC,Chromosome,Sensor protein QseC,38,1,40,1
glgA1,Chromosome,Glycogen synthase 1,38,1,40,1
soxA_3,Chromosome,Sarcosine oxidase subunit alpha,38,1,40,1
pntAA,Chromosome,NAD(P) transhydrogenase subunit alpha part 1,38,1,40,1
dctM,Chromosome,C4-dicarboxylate TRAP transporter large permease protein DctM,38,1,40,1
group_2658,Chromosome,2-ketogluconate reductase,38,1,40,1
group_2662,Chromosome,Inorganic triphosphatase,38,1,40,1
bglA,Chromosome,Beta-glucosidase,38,1,40,1
xylB_2,Chromosome,Xylulose kinase,38,1,40,1
purR_2,Chromosome,HTH-type transcriptional repressor PurR,38,1,40,1
gltX_1,Chromosome,Glutamate--tRNA ligase,38,1,40,1
lysS,Chromosome,Lysine--tRNA ligase,38,1,40,1
prr,Chromosome,Gamma-aminobutyraldehyde dehydrogenase,38,1,40,1
eryD_1,Chromosome,Erythritol catabolism regulatory protein EryD,38,1,40,1
nth,Chromosome,Endonuclease III,38,1,40,1
araB_2,Chromosome,Ribulokinase,38,1,40,1
mtlK,Chromosome,Mannitol 2-dehydrogenase,38,1,40,1
nagK_2,Chromosome,N-acetyl-D-glucosamine kinase,38,1,40,1
ucpA_1,Chromosome,Oxidoreductase UcpA,38,1,40,1
araG,Chromosome,Arabinose import ATP-binding protein AraG,38,1,40,1
group_2687,Chromosome,Galactitol 2-dehydrogenase,38,1,40,1
ycjP,Chromosome,Inner membrane ABC transporter permease protein YcjP,38,1,40,1
queC,Chromosome,7-cyano-7-deazaguanine synthase,38,1,40,1
nrdF2,Chromosome,Ribonucleoside-diphosphate reductase subunit beta nrdF2,38,1,40,1
nrdE,Chromosome,Ribonucleoside-diphosphate reductase subunit alpha,38,1,40,1
adh_2,Chromosome,Aldehyde dehydrogenase,38,1,40,1
yhbO,Chromosome,Protein/nucleic acid deglycase 2,38,1,40,1
bepE,Chromosome,Efflux pump membrane transporter BepE,38,1,40,1
xpkA,Chromosome,Xylulose-5-phosphate phosphoketolase,38,1,40,1
prmC_2,Chromosome,Release factor glutamine methyltransferase,38,1,40,1
prsA,Chromosome,Foldase protein PrsA,38,1,40,1
kefB,Chromosome,Glutathione-regulated potassium-efflux system protein KefB,38,1,40,1
dsbB,Chromosome,Disulfide bond formation protein B,38,1,40,1
dnaJ_2,Chromosome,Chaperone protein DnaJ,38,1,40,1
xerD,Chromosome,Tyrosine recombinase XerD,38,1,40,1
tusA,Chromosome,Sulfur carrier protein TusA,38,1,40,1
yhdG,Chromosome,putative amino acid permease YhdG,38,1,40,1
dxr,Chromosome,1-deoxy-D-xylulose 5-phosphate reductoisomerase,38,1,40,1
hypBA1,Chromosome,Non-reducing end beta-L-arabinofuranosidase,38,1,40,1
hemA,Chromosome,5-aminolevulinate synthase,38,1,40,1
arcA,Chromosome,Arginase,38,1,40,1
nuoE,Chromosome,NADH-quinone oxidoreductase subunit E,38,1,36,0.9
hlyU_2,Chromosome,Transcriptional activator HlyU,38,1,40,1
soxR,Chromosome,Redox-sensitive transcriptional activator SoxR,38,1,40,1
atpC,Chromosome,ATP synthase epsilon chain,38,1,40,1
atpH,Chromosome,ATP synthase subunit delta,38,1,40,1
priA,Chromosome,Primosomal protein N',38,1,40,1
araD,Chromosome,L-2-keto-3-deoxyarabonate dehydratase,38,1,40,1
lpd3,Chromosome,Dihydrolipoyl dehydrogenase 3,38,1,40,1
sucC,Chromosome,Succinate--CoA ligase [ADP-forming] subunit beta,38,1,40,1
cysA,Chromosome,Sulfate/thiosulfate import ATP-binding protein CysA,38,1,40,1
fliY_1,Chromosome,L-cystine-binding protein FliY,38,1,40,1
entS_2,Chromosome,Enterobactin exporter EntS,38,1,40,1
rpoE,Chromosome,ECF RNA polymerase sigma factor RpoE,38,1,40,1
group_2778,Chromosome,Arylesterase,38,1,40,1
lolD_3,Chromosome,putative ABC transporter ATP-binding protein,38,1,40,1
ccmC,Chromosome,Heme exporter protein C,38,1,40,1
mtaB,Chromosome,Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB,38,1,40,1
trmD,Chromosome,tRNA (guanine-N(1)-)-methyltransferase,38,1,40,1
lolA,Chromosome,Outer-membrane lipoprotein carrier protein,38,1,40,1
lon2,Chromosome,Lon protease 2,38,1,40,1
cnoX,Chromosome,Chaperedoxin,38,1,40,1
proX,Chromosome,Prolyl-tRNA editing protein ProX,38,1,40,1
lldR,Chromosome,Putative L-lactate dehydrogenase operon regulatory protein,38,1,40,1
gsiC_2,Chromosome,Glutathione transport system permease protein GsiC,38,1,40,1
gsiD_2,Chromosome,Glutathione transport system permease protein GsiD,38,1,40,1
fbpC2,Chromosome,Fe(3+) ions import ATP-binding protein FbpC 2,38,1,40,1
davD,Chromosome,Glutarate-semialdehyde dehydrogenase,38,1,2,0.05
puuB_3,Chromosome,Gamma-glutamylputrescine oxidoreductase,38,1,40,1
group_2812,Chromosome,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,38,1,40,1
epmA,Chromosome,Elongation factor P--(R)-beta-lysine ligase,38,1,40,1
agaAII,Chromosome,N-acetylgalactosamine-6-phosphate deacetylase,38,1,40,1
galM,Chromosome,Aldose 1-epimerase,38,1,40,1
metAA,Chromosome,Homoserine O-acetyltransferase,38,1,40,1
yddA,Chromosome,Inner membrane ABC transporter ATP-binding protein YddA,38,1,40,1
bmr3,Chromosome,Multidrug resistance protein 3,38,1,40,1
uup,Chromosome,ABC transporter ATP-binding protein uup,38,1,40,1
mdtD,Chromosome,Putative multidrug resistance protein MdtD,38,1,40,1
bepA_2,Chromosome,Beta-barrel assembly-enhancing protease,38,1,40,1
rpoH_2,Chromosome,RNA polymerase sigma factor RpoH,38,1,40,1
phaA,Chromosome,Acetyl-CoA acetyltransferase,38,1,40,1
group_2827,Chromosome,Farnesyl diphosphate synthase,38,1,40,1
tcyB_2,Chromosome,L-cystine transport system permease protein TcyB,38,1,40,1
dppB_4,Chromosome,Dipeptide transport system permease protein DppB,38,1,40,1
rpmA,Chromosome,50S ribosomal protein L27,38,1,40,1
proA,Chromosome,Gamma-glutamyl phosphate reductase,38,1,40,1
modB,Chromosome,Molybdenum transport system permease protein ModB,38,1,40,1
mopA,Chromosome,Molybdenum-pterin-binding protein MopA,38,1,40,1
rlmH,Chromosome,Ribosomal RNA large subunit methyltransferase H,38,1,40,1
rppH_2,Chromosome,RNA pyrophosphohydrolase,38,1,40,1
pdxY,Chromosome,Pyridoxal kinase PdxY,38,1,40,1
gdh_4,Chromosome,NAD-specific glutamate dehydrogenase,38,1,40,1
purH,Chromosome,Bifunctional purine biosynthesis protein PurH,38,1,40,1
rsmB_1,Chromosome,Ribosomal RNA small subunit methyltransferase B,38,1,40,1
htpX_2,Chromosome,Protease HtpX,38,1,40,1
parB,Chromosome,Chromosome-partitioning protein ParB,38,1,40,1
hemE,Chromosome,Uroporphyrinogen decarboxylase,38,1,40,1
aroE,Chromosome,Shikimate dehydrogenase (NADP(+)),38,1,40,1
dnaQ,Chromosome,DNA polymerase III subunit epsilon,38,1,40,1
group_2866,Chromosome,Ureidoglycolate lyase,38,1,40,1
addA,Chromosome,ATP-dependent helicase/nuclease subunit A,38,1,40,1
baeR,Chromosome,Transcriptional regulatory protein BaeR,38,1,40,1
arfB,Chromosome,Peptidyl-tRNA hydrolase ArfB,38,1,40,1
hisE,Chromosome,Phosphoribosyl-ATP pyrophosphatase,38,1,40,1
hisA,Chromosome,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,38,1,40,1
hisH,Chromosome,Imidazole glycerol phosphate synthase subunit HisH,38,1,40,1
hslV,Chromosome,ATP-dependent protease subunit HslV,38,1,40,1
glcB,Chromosome,Malate synthase G,38,1,40,1
hrpB,Chromosome,ATP-dependent RNA helicase HrpB,38,1,40,1
lhpI,Chromosome,Delta(1)-pyrroline-2-carboxylate reductase,38,1,40,1
galE_3,Chromosome,UDP-glucose 4-epimerase,38,1,40,1
yesO_1,Chromosome,Putative ABC transporter substrate-binding protein YesO,38,1,40,1
nicS,Chromosome,HTH-type transcriptional repressor NicS,38,1,36,0.9
abo,Chromosome,4-methylaminobutanoate oxidase (formaldehyde-forming),38,1,40,1
uxaC,Chromosome,Uronate isomerase,38,1,40,1
gabD_2,Chromosome,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,38,1,40,1
puuE,Chromosome,4-aminobutyrate aminotransferase PuuE,38,1,40,1
rnd_2,Chromosome,Ribonuclease D,38,1,40,1
fabI_2,Chromosome,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,38,1,40,1
rsmC,Chromosome,Ribosomal RNA small subunit methyltransferase C,38,1,40,1
truB,Chromosome,tRNA pseudouridine synthase B,38,1,40,1
rbfA,Chromosome,Ribosome-binding factor A,38,1,40,1
rimP,Chromosome,Ribosome maturation factor RimP,38,1,40,1
nudC,Chromosome,NADH pyrophosphatase,38,1,40,1
kdsB,Chromosome,3-deoxy-manno-octulosonate cytidylyltransferase,38,1,40,1
cycM,Chromosome,Cytochrome c-552,38,1,40,1
ydjH_2,Chromosome,putative sugar kinase YdjH,38,1,40,1
dapE_3,Chromosome,Succinyl-diaminopimelate desuccinylase,38,1,40,1
phnN,Chromosome,"Ribose 1,5-bisphosphate phosphokinase PhnN",38,1,40,1
gpmA_2,Chromosome,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",38,1,40,1
glk,Chromosome,Glucokinase,38,1,40,1
